2020-09-04 19:50:48 INFO  [springAppName_IS_UNDEFINED,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$5dc0922c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-09-04 19:50:49 INFO  [THXU-Auth,,,] main com.kk.thxu.auth.ThxuAuthApplication No active profile set, falling back to default profiles: default
2020-09-04 19:50:50 INFO  [THXU-Auth,,,] main org.springframework.data.repository.config.RepositoryConfigurationDelegate Multiple Spring Data modules found, entering strict repository configuration mode!
2020-09-04 19:50:50 INFO  [THXU-Auth,,,] main org.springframework.data.repository.config.RepositoryConfigurationDelegate Bootstrapping Spring Data repositories in DEFAULT mode.
2020-09-04 19:50:50 INFO  [THXU-Auth,,,] main org.springframework.data.repository.config.RepositoryConfigurationDelegate Finished Spring Data repository scanning in 21ms. Found 0 repository interfaces.
2020-09-04 19:50:50 INFO  [THXU-Auth,,,] main org.springframework.cloud.context.scope.GenericScope BeanFactory id=40c676e3-2b2b-3af8-ae4b-bb820d4442aa
2020-09-04 19:50:51 INFO  [THXU-Auth,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$41a68f2f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-09-04 19:50:51 INFO  [THXU-Auth,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'spring.datasource.dynamic-com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceProperties' of type [com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-09-04 19:50:51 INFO  [THXU-Auth,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceAutoConfiguration' of type [com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceAutoConfiguration$$EnhancerBySpringCGLIB$$ab350000] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-09-04 19:50:51 INFO  [THXU-Auth,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'dsProcessor' of type [com.baomidou.dynamic.datasource.processor.DsHeaderProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-09-04 19:50:51 INFO  [THXU-Auth,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'dynamicDatasourceAnnotationAdvisor' of type [com.baomidou.dynamic.datasource.aop.DynamicDataSourceAnnotationAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-09-04 19:50:51 INFO  [THXU-Auth,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$5dc0922c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-09-04 19:50:51 INFO  [THXU-Auth,,,] main org.springframework.boot.web.embedded.tomcat.TomcatWebServer Tomcat initialized with port(s): 8101 (http)
2020-09-04 19:50:51 INFO  [THXU-Auth,,,] main org.apache.coyote.http11.Http11NioProtocol Initializing ProtocolHandler ["http-nio-8101"]
2020-09-04 19:50:51 INFO  [THXU-Auth,,,] main org.apache.catalina.core.StandardService Starting service [Tomcat]
2020-09-04 19:50:51 INFO  [THXU-Auth,,,] main org.apache.catalina.core.StandardEngine Starting Servlet engine: [Apache Tomcat/9.0.21]
2020-09-04 19:50:51 INFO  [THXU-Auth,,,] main org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] Initializing Spring embedded WebApplicationContext
2020-09-04 19:50:51 INFO  [THXU-Auth,,,] main org.springframework.web.context.ContextLoader Root WebApplicationContext: initialization completed in 2340 ms
2020-09-04 19:50:51 INFO  [THXU-Auth,,,] main com.netflix.config.sources.URLConfigurationSource To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2020-09-04 19:50:51 INFO  [THXU-Auth,,,] main com.netflix.config.DynamicPropertyFactory DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@12e12ac9
2020-09-04 19:50:52 INFO  [THXU-Auth,,,] main com.zaxxer.hikari.HikariDataSource base - Starting...
2020-09-04 19:50:53 INFO  [THXU-Auth,,,] main com.zaxxer.hikari.HikariDataSource base - Start completed.
2020-09-04 19:50:53 INFO  [THXU-Auth,,,] main com.baomidou.dynamic.datasource.DynamicRoutingDataSource 初始共加载 1 个数据源
2020-09-04 19:50:53 INFO  [THXU-Auth,,,] main com.baomidou.dynamic.datasource.DynamicRoutingDataSource 动态数据源-加载 base 成功
2020-09-04 19:50:53 INFO  [THXU-Auth,,,] main com.baomidou.dynamic.datasource.DynamicRoutingDataSource 当前的默认数据源是单数据源，数据源名为 base
2020-09-04 19:50:54 INFO  [THXU-Auth,,,] main org.springframework.boot.actuate.endpoint.web.ServletEndpointRegistrar Registered '/actuator/jolokia' to jolokia-actuator-endpoint
2020-09-04 19:50:55 INFO  [THXU-Auth,,,] main org.springframework.security.web.DefaultSecurityFilterChain Creating filter chain: OrRequestMatcher [requestMatchers=[Ant [pattern='/oauth/token'], Ant [pattern='/oauth/token_key'], Ant [pattern='/oauth/check_token']]], [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7c5c20ed, org.springframework.security.web.context.SecurityContextPersistenceFilter@28f05b0c, org.springframework.security.web.header.HeaderWriterFilter@1846ad0f, org.springframework.security.web.authentication.logout.LogoutFilter@5f3f3d00, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@2404abe2, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6d3163a6, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@31ab4859, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6113a26f, org.springframework.security.web.session.SessionManagementFilter@31b741e2, org.springframework.security.web.access.ExceptionTranslationFilter@a69f9d, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@69d2e517]
2020-09-04 19:50:55 INFO  [THXU-Auth,,,] main org.springframework.security.web.DefaultSecurityFilterChain Creating filter chain: OrRequestMatcher [requestMatchers=[Ant [pattern='/oauth/**']]], [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@618f627b, org.springframework.security.web.context.SecurityContextPersistenceFilter@175f859e, org.springframework.security.web.header.HeaderWriterFilter@504b8705, org.springframework.security.web.authentication.logout.LogoutFilter@6df2af02, com.kk.thxu.auth.filter.ValidateCodeFilter@7a3f08b6, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@ab327c, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@66ab924, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@10745a02, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@386e9fd8, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@69fe7090, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6501b105, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3e2d8623, org.springframework.security.web.session.SessionManagementFilter@24a8e40d, org.springframework.security.web.access.ExceptionTranslationFilter@105dc04d, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@52433946]
